adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,"{'id': 37261, 'name': 'The Carry On Collection', 'poster_path': '/2P0HNrYgKDvirV8RCdT1rBSJdbJ.jpg', 'backdrop_path': '/38tF1LJN7ULeZAuAfP7beaPMfcl.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",,5065,tt0059014,en,Carry On Cowboy,"Stodge City is in the grip of the Rumpo Kid and his gang. Mistaken identity again takes a hand as a ""sanitary engineer"" (plumber) by the name of Marshal P. Knutt is mistaken for a law marshal! Being the conscientious sort, Marshal tries to help the town get rid of Rumpo, and a showdown is inevitable. Marshal has two aids - revenge-seeking Annie Oakley and his sanitary expertise",5.236409,/aCo9lpl3vSiTJPhnK9a3aiWDnPb.jpg,"[{'name': 'Peter Rogers Productions', 'id': 10265}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",3/1/1966,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How the west was lost!,Carry On Cowboy,FALSE,6.1,30
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,72003,tt2258647,en,The Dark Knight,"In a post-apocalyptic world ravaged by feuding warlords, a group of desperate soldiers hatch a plan to steal a Warlord's treasure and start a new life. Faced with the threat of a horrific death at the hands of the Warlord's executioners, the men escape into a desolate and forbidden land known only as the Shadowlands. Now the men must flee from the Warlord's vicious assassins while defending themselves from the terrifying creatures that inhabit the land.",0.077992,/kyjTDE5vldkUpJGErAvqYY6J92M.jpg,[],[],7/11/2011,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Dark Knight,FALSE,6.3,2
FALSE,,3510000,"[{'id': 18, 'name': 'Drama'}]",,88418,tt0355029,de,Wolfsburg,"Philipp Gerber is a smart, but self-satisfied car salesman. In an inattentive moment at the wheel of his car, he runs over a biker and drives away. As he has feelings of guilt, he tries to find out more about the accident's victim and learns that the boy lies seriously injured in a hospital. Philipp wants to tell his mother Laura Reiser the truth, but he doesn't. After a carefree holiday with his girlfriend Katja, he learns that the boy is dead. Meanwhile, Laura staggers between grief and the desire for revenge. One evening, she can't bear it any more and jumps off a bridge, but Philipp saves her life",0.310841,/ihLFeHoEHDoDO5K5hCHlfayriqb.jpg,"[{'name': 'Arte', 'id': 201}, {'name': 'teamWorx Produktion für Kino und Fernsehen GmbH', 'id': 1479}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2/13/2003,0,90,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Wolfsburg,FALSE,6.5,8
FALSE,,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,266647,tt3332064,en,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",11.30428,/uflLJBg5iVWaPpzc4Qm54HNoGYd.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'Berlanti Productions', 'id': 27711}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/24/2015,128388320,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every legend has a beginning.,Pan,FALSE,5.9,979
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",,40113,tt0330760,en,The Pentagon Papers,"This compelling political drama is based on the true story of high-ranking Pentagon official Daniel Ellsberg, who, during the Nixon era, strove to preserve American democracy by leaking top-secret documents to the New York Times and Washington Post. The documents in question would eventually become famous as the Pentagon Papers, which revealed the true reasons for U.S. involvement in Vietnam.",1.127757,/niQyGUJWl031h6rrWWXmtbFrcFK.jpg,[],[],3/9/2003,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His greatest act of patriotism was an act of treason.,The Pentagon Papers,FALSE,6,8
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,257444,tt2443822,en,The Boy,An intimate portrait of a 9 year old sociopath as he discovers his taste for killing.,5.345593,/58EhIese7a77U8PtZSylT8rt4I6.jpg,"[{'name': 'Chiller Films', 'id': 12671}, {'name': 'SpectreVision', 'id': 34519}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/14/2015,0,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil Always Begins Somewhere.,The Boy,FALSE,5.7,58
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",,71910,tt0069273,en,Sitting Target,"Imprisoned Harry Lomart is a vicious, brute of a man and yet he is prepared to do his long jail term as he is confident that on his release his beautiful wife Pat will be waiting for him, but a visit from Pat brings him his worst nightmare.",0.235578,/6YJ4GFWqmWL98dCL1xjS19mWYyn.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6/19/1972,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Hit Man never stops till he scores.,Sitting Target,FALSE,7.2,6
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,30496,tt0115387,en,The Tenant of Wildfell Hall,"Based on a little known 1848 novel by Anne Bronte, Tara Fitzgerald stars as an enigmatic young woman who moves to 19th Century Yorkshire with a young son. Distancing herself from everyone in the village and their prying questions, she remains totally aloof until a charming neighbor farmer gets her to reveal her past through his persistence. Only then does she reveal she is hiding away from a womanizing, belittling husband.",0.404641,/tCVVYdtg2wEZACMQj91kMWIULod.jpg,"[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",10/26/1997,0,160,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Tenant of Wildfell Hall,FALSE,7,3
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.itaketlyserstjarnorna.se/,18815,tt1286151,en,I taket lyser stjärnorna,"Young adolescent girl Jenna's mother is dying, while at the same time Jenna is turning form a young girl into a young woman. So it is difficult for her to admit that she is afraid to lose her mother, instead she behaves contrary to how one would expect from her.",0.315333,/fwKPal5RbPqgq02EWmS2TXKLLJH.jpg,"[{'name': 'Filmlance International AB', 'id': 2669}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1/30/2009,0,90,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Glowing Stars,FALSE,6.9,5
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",,252888,tt0067849,en,Thief,A professional thief tries to break with his past but has to pull off one last job to pay off a gambling debt.,0.334384,/4wP4nYXozQss9f7cqcGlUiKQiqE.jpg,"[{'name': 'Metromedia Productions', 'id': 19694}, {'name': 'Stonehenge Productions', 'id': 41564}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/9/1971,0,74,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Thief,FALSE,0,0
FALSE,"{'id': 446782, 'name': 'The Disappearance Of Eleanor Rigby', 'poster_path': '/xg3F3P9becOjNqYHlMuBcWPXU5G.jpg', 'backdrop_path': '/3eyH0cwrBdrSCwKF24oOwy8fO7O.jpg'}",0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",http://www.eleanorrigby-movie.com,276401,tt1531924,en,The Disappearance of Eleanor Rigby: Him,"Told from the male perspective, the story of a couple trying to reclaim the life and love they once knew and pick up the pieces of a past that may be too far gone.",6.490949,/sNmIAcjEXZlCmsSZYndV6TowftK.jpg,"[{'name': 'Myriad Pictures', 'id': 738}, {'name': 'Unison Films', 'id': 2372}, {'name': 'Kim and Jim Productions', 'id': 10425}, {'name': 'Division Films', 'id': 14036}, {'name': 'Dreambridge Films', 'id': 14037}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/10/2014,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two Films. One Love.,The Disappearance of Eleanor Rigby: Him,FALSE,6.6,72
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,199647,tt2133333,en,The Color of Time,A poetic road trip through Pulitzer prize-winning CK Williams' life over the course of 40 years.,4.585809,/1OMeWLLMjBzU6mKm9exgI2VGX8q.jpg,"[{'name': 'RabbitBandini Productions', 'id': 8924}, {'name': 'Victorino Noval Productions', 'id': 73383}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/16/2012,0,72,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"One man, one life. A thousand memories",The Color of Time,FALSE,4.4,8
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,74746,tt0067276,en,Joe Hill,"In the early 1900's, the legendary Joe Hill emigrates with his brother to the United States. But after a short time, he loses touch with his brother. Joe gets a few jobs but is struck by all the injustice and tragedy going on. He becomes active in the forbidden union IWW, a union for workers without trades. It is forbidden to demonstrate and to speak in public but Joe gets around that by singing his manifests with the Salvation Army. He manages to get more and more people to get on strike with him but he also makes powerful enemies doing that. Finally he gets connected with a murder and during the trial he fires his lawyer and takes upon himself to become his own defender.",0.304231,/tXAO3bpf4eBa0H7zXHzx9sKZSxZ.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Sagittarius Productions', 'id': 18170}, {'name': 'Bo Widerberg Film', 'id': 89797}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",8/25/1971,0,114,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Joe Hill,FALSE,4.9,6
FALSE,"{'id': 9485, 'name': 'The Fast and the Furious Collection', 'poster_path': '/mCkqJf4ijbNoBWvJ0RTWZJuhJUA.jpg', 'backdrop_path': '/z5A5W3WYJc3UVEWljSGwdjDgQ0j.jpg'}",190000000,"[{'id': 28, 'name': 'Action'}]",http://www.furious7.com/,168259,tt2820852,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,27.275687,/dCgm7efXDmiABSdWDHBDBx2jwmn.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'One Race Films', 'id': 7154}, {'name': 'China Film Co.', 'id': 40890}, {'name': 'Québec Production Services Tax Credit', 'id': 86352}, {'name': 'Media Rights Capital (MRC)', 'id': 86655}, {'name': 'Abu Dhabi Film Commission', 'id': 87857}, {'name': 'Colorado Office of Film, Television & Media', 'id': 87858}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4/1/2015,1506249360,137,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Vengeance Hits Home,Furious 7,FALSE,7.3,4253
FALSE,"{'id': 301508, 'name': 'Sadako 3D Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 27, 'name': 'Horror'}]",http://www.sadako3d.jp,140441,tt1844025,ja,貞子3D,"Akane is a high school teacher who hears a rumor from her students that there is actual footage on the Internet of someone's suicide. The footage is said to drive anyone who sees it to also commit suicide. Akane does not believe the rumor at first, but when one of her female students dies after viewing the footage, she and her boyfriend Takanori are fatefully drawn into the horror that has been created by the man who appears in the suicide footage, Kashiwada. Kashiwada's intention is to create chaos in the world by bringing back Sadako and the power of her curse. Now Akane has to fight against Sadako and Kashiwada to save the lives of herself and Takanori.",9.039479,/94p01MiSwQkmaZyDxLQARtbZRKF.jpg,"[{'name': 'Kadokawa Pictures', 'id': 2073}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",5/12/2012,0,96,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Sadako 3D,FALSE,5.9,18
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://backcountryfilm.com/,228973,tt2944198,en,Backcountry,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.,8.101355,/7BaNC7tNRxHq7rCTK7byXYY4lGZ.jpg,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Fella Films', 'id': 46512}, {'name': 'Northern Ontario Heritage Fund', 'id': 46513}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",3/20/2015,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Survive.,Backcountry,FALSE,5.8,159
FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",http://www.facebook.com/WeAreStillHereFilm,291272,tt3520418,en,We Are Still Here,"After the death of their college age son, Anne and Paul Sacchetti relocate to the snowswept New England hamlet of Aylesbury, a sleepy village where all is most certainly not as it seems. When strange sounds and eerie feelings convince Anne that her son's spirit is still with them, they invite an eccentric, New Age couple to help them get to the bottom of the mystery.",8.100029,/oTslO8AmYYGaFr6MCiIv3F30vWv.jpg,"[{'name': 'Dark Sky Films', 'id': 4592}, {'name': 'Snowfort Pictures', 'id': 7787}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/5/2015,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This house needs a family.,We Are Still Here,FALSE,5.6,191
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",,70903,tt0089565,en,Mata Hari,"Based loosely on the real-life story of the World War I spy. The exotic dancer uses her contacts in European high society, along with her seductive charm, to collect military secrets during the war. She successfully plays both sides against each other until at last her deceptions catch up with her.",0.84617,/766nQ2Rck3VFmB55nyhk546SBYU.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/5/1985,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mata Hari,FALSE,3.5,5
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,136190,tt1860359,cs,Ve stínu,"In the former Czechoslovakia, 1950s, police captain Hakl investigates a jewelery robbery. An opened safe deposit leads to a known burglar. What seems an easy case soon starts to tangle. When he is called off the case, he continues on his own. The investigation leads him onto thin ice. Can he beat a stronger enemy and save his family and his own life?",0.99391,/dK2jyf3K9jEEb6CMjJ7Lu9f2gcI.jpg,"[{'name': 'Bleiberg Entertainment', 'id': 1872}, {'name': 'Barrandov Studios', 'id': 6242}, {'name': 'RWE', 'id': 33629}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'SK', 'name': 'Slovakia'}]",9/13/2012,0,106,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,In the Shadow,FALSE,5.7,12
FALSE,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,38446,tt0071523,en,Frightmare,"In 1957, Dorothy and Edmund Yates (Keith and Rupert Davies) were committed to an institution for the criminally insane, she for acts of murder and cannibalism and he for covering up her crimes. Fifteen years later, they are pronounced fit for society and released. However, in Dorothy's case the doctors may have jumped the gun a bit. Edmund and eldest daughter, Jackie (Deborah Fairfax), try to discover just how far Mother's bloodlust has taken her. Meanwhile, youngest daughter Debbie (Kim Butcher) begins to explore the crazy roots of her family tree as fully as possible.",0.689582,/fBZq2gPmCJp3kYPnTcL6sPPvWOw.jpg,"[{'name': 'Peter Walker (Heritage) Ltd.', 'id': 17102}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",11/5/1974,0,88,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,What terrifying craving made her kill... and kill... and kill...,Frightmare,FALSE,6.9,10
FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",,86643,tt0071628,en,House of Whipcord,"Somewhere in the middle of the English countryside a former judge and a group of former prison warders, including his lover, run their own prison for young women who have not been held properly to account for their crimes. Here they mete out their own form of justice and ensure that the girls never return to their old ways.",1.754011,/sSzm82q4WILNTpdsm5GCAUWOqcI.jpg,"[{'name': 'Peter Walker (Heritage) Ltd.', 'id': 17102}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",4/19/1974,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Only young girls may enter and no one leaves...,House of Whipcord,FALSE,6.2,14
FALSE,,50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,181283,tt1014763,en,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",17.608346,/nzXwfnBcsmREzHlem6fkStN1RUH.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Worldview Entertainment', 'id': 9015}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]",3/15/2015,3324330,137,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How do you find a killer who doesn’t exist?,Child 44,FALSE,6.1,565
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,74119,tt1753792,fr,"Et soudain, tout le monde me manque","Justine, struggles with commitment, listens to old David Bowie covers, and uses her employer’s private MRI machines to make “X-Ray Art”  After a trail of boyfriends, Justine thinks she has found The One, a hunky shoe salesman, but her temporary happiness is thrown when her neurotic 60-year-old Jewish father (Michel Blanc) suffers a delayed midlife crisis and announces that his young second wife is expecting a baby.  Justine and her half-sister Dom, who is trying to adopt, are rather annoyed at the news.  Coupled with resentment about her father’s absence when she was growing up, causes her to spiral into self-doubt. Overflowing with French charm, Justine gets by with the help of her family, friends, and newly discovered muse.",1.995494,/i5qdHoSbo1Dmvbd8UtpSK1uW0WN.jpg,"[{'name': 'TFI Films Productions', 'id': 895}, {'name': 'Sofimage', 'id': 2093}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 7248}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",4/20/2011,0,98,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,The Day I Saw Your Heart,FALSE,5.7,29
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.viudaslapelicula.com.ar/,81022,tt1785670,es,Viudas,A married man's death puts his widow and mistress in an unusual living arrangement.,0.310541,/iBsDEI2sL0GLZlQRLVCJsLW4FK0.jpg,[],"[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",8/18/2011,0,100,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Widows,FALSE,4.5,4
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,53915,tt0181396,en,Come te nessuno mai,"Silvio (Silvio Muccino, the director's younger brother) has no interest in the student rebellion taking place at his high school. His fascination lies with Valentina (Giulia Carmignani), the prettiest girl in the school. However, Valentina already has a jealous boyfriend, Martino (Simone Pagani). After Silvio finally has a moment alone with Valentina (where they share a kiss), he makes the mistake of telling his gossipy best friend, Ponzi (Giuseppe Sanfelice). By the end of the day the entire school knows about the kiss, including a very angry Martino.",1.130083,/yx20EOdt1tiSrE6fbJBdUYEKqF8.jpg,"[{'name': 'Rai Cinemafiction', 'id': 238}, {'name': 'Fandango', 'id': 2441}, {'name': 'Mikado Film', 'id': 11912}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",10/1/1999,0,90,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Politics, Italy, Love, Kiss",But Forever in My Mind,FALSE,5.5,31
FALSE,"{'id': 44215, 'name': 'Stargate SG-1 Collection', 'poster_path': '/5TTU7voIo3t0IYzZTPQQAbawy6Y.jpg', 'backdrop_path': '/fwVVh9o0WZsZNstpX3O55ff7Hs8.jpg'}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,80527,tt1483803,en,Stargate SG-1: Children of the Gods - Final Cut,"Remastered, re-cut, re-imagined, remarkable! (keep in mind this is considered by some to be nothing more than censorship, removing the best lines and the only nudity, actually making runtime less, compare the Uncut to Final Cut and make up your own mind). The thrilling pilot episode of television's longest-running sci-fi series. An alien similar to Ra appears out of the Stargate, killing five soldiers and kidnapping another, a year after the original Stargate mission. A new team is assembled, including some old members, and they go in search of the missing soldier in order to find out how Ra could still be alive. Meanwhile, the alien Gou'ald kidnap Sha're and Skaara, implanting them with symbiotes and making them Gou'ald hosts.",3.828454,/s0It0VWkxLyLgIyGCK3y1m8dKFM.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Gekko Film Corp.', 'id': 16677}, {'name': 'Double Secret Productions', 'id': 85850}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7/21/2009,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Unlock The Universe,Stargate SG-1: Children of the Gods - Final Cut,FALSE,6.9,67
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.farbfilm-verleih.de/filme/vergiss_mein_nicht.html,130798,tt2389530,de,Vergiss mein nicht,"David Sieveking left home years ago to make films. Now he has returned – and for a reason: To help his mother, Gretel, who has Alzheimer’s, and relieve her long-time carer and his father Malte for a few weeks. The filmmaker takes on the role of carer and documents this encounter with his camera. Gretel no longer knows the people around her, but her puns and charm have not faded. The time spent with his mother becomes a journey into David’s unexpected family history. Once active in Zurich’s left-wing scene, David’s parents enjoyed a lifelong “open relationship”, characterised by a loving distance and mutual respect. VERGISS MEIN NICHT is a film about dementia, but it’s first and foremost a declaration of a love of life and family.",0.592828,/5ICnpUec9mWBoAGiSHfSsDZnXMq.jpg,[],[],1/31/2013,0,88,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Forget me not,FALSE,7.1,7
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,71191,tt1730701,fr,La Planque,,2.391658,/t8B9H4ZUSkBaEYwz3CDvfcx1QSs.jpg,"[{'name': 'Europa Corp', 'id': 1075}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",9/6/2011,0,79,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,La Planque,FALSE,7.9,4
FALSE,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,328595,tt3479316,en,Parallels,An underground MMA fighter must confront his sister and his past in an adventure through parallel universes,4.081263,/j7a8OZ408LlP8vnpLEBHYNBNOAA.jpg,"[{'name': 'Fox Digital Studios', 'id': 25250}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/1/2015,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Parallels,FALSE,6.2,148
FALSE,,4700000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,254200,tt3305316,da,En chance til,"Detectives and best friends Andreas and Simon lead vastly different lives; Andreas has settled down with his beautiful wife and son; while Simon, recently divorced, spends most of his waking hours getting drunk at the local strip club. But all that changes when the two of them are called out to a domestic dispute between a junkie couple, caught in a vicious cycle of violence and drugs. It all looks very routine – until Andreas finds the couple's infant son, crying in a closet. The usually collected policeman finds himself confronted with his own powerlessness and is shaken to his core. As Andreas slowly loses his grip on justice, it suddenly becomes up to the unruly Simon to restore the balance between right and wrong.",3.042462,/evKz3NpjGshZ42GZ2kd5nSVO6IF.jpg,"[{'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Det Danske Filminstitut', 'id': 118}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",9/9/2014,0,103,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,How far would you go?,A Second Chance,FALSE,6.7,42
FALSE,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",http://www.staplerfahrerklaus.de/,9677,tt0289477,de,Staplerfahrer Klaus - Der erste Arbeitstag,Short film depicting a fictional educational film about fork lift truck operational safety. The dangers of unsafe operation are presented in gory details.,3.067015,/n3vWo7JJKyg3LGjW7dGnk80qu8d.jpg,"[{'name': 'Rough Trade Distribution GmbH', 'id': 4339}, {'name': 'Anolis Entertainment', 'id': 28957}, {'name': 'e-m-s GmbH', 'id': 69281}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",8/8/2001,0,10,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Forklift Driver Klaus: The First Day on the Job,FALSE,8.1,43
FALSE,,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.therigmovie.com/,46368,tt1093906,en,The Rig,"In the midst of a tropical storm, the crew of an offshore oil rig must survive the rampage of a creature after invading its undersea habitat.",1.677714,/23M2svVRDTO18ByFlBf2yd7s8PA.jpg,"[{'name': 'OffSpring Productions', 'id': 22933}, {'name': 'Workshop Films 2', 'id': 22934}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/5/2010,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some things shouldn't be disturbed.,The Rig,FALSE,3.8,31
FALSE,"{'id': 247028, 'name': 'Rurouni Kenshin Live-Action Collection', 'poster_path': '/yBYLuwZ1zbRBEKaZmwiThsEqUbC.jpg', 'backdrop_path': '/jqmQLcdn3aEyc30nesZn7qixfoP.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",http://wwws.warnerbros.co.jp/rurouni-kenshin/index.html,221732,tt3029556,ja,るろうに剣心　伝説の最期編,"Shishio has set sail in his ironclad ship to bring down the Meiji government and return Japan to chaos, carrying Kaoru with him. In order to stop him in time, Kenshin trains with his old master to learn his final technique.",12.253429,/91Dbqsf3jz0O3Pjq8gmNLABKiN3.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Amuse', 'id': 14602}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",9/13/2014,0,135,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Rurouni Kenshin: The Legend Ends,FALSE,7.5,99
