,imdb_id,overview
10186037,tt1781058,"Wilson Middle-aged and divorced, Wilson finds himself lonely, smug and obsessed with his past."
10190768,tt6176078,The Master: A Lego Ninjago Short Master Wu gets into a conflict with Chicken.
10194539,tt5599918,"Pearl Pearl follows a father and daughter on the road together, tracing his struggles to make it as a musician and parent, and her coming-of-age and musical journey to fulfillment."
10198244,tt1138478,"How to Draw a Perfect Circle Guilherme and Sofia, brother and sister, grow up sharing experiences and slowly discovering their sexuality. The thing that Sofia doesn't know is how far Guilherme will go to keep her inside his own perverse, dark and perfect circle."
10199090,tt4242100,"My Father Die Deaf and mute since having his hearing knocked out at the age of 12, Asher has been training for almost two decades to avenge himself on Ivan, the man that killed his older brother, 21 years ago. And now that his nemesis is out of prison, he gets his chance. But Asher's target also happens to be his father."
10201325,tt2918606,The Hollow Point A retired lawman works with a new sheriff when a botched Mexican drug deal and a vicious hit man threaten their border town.
10205837,tt5222918,The Other Side of Hope A restaurateur befriends a Syrian refugee who  has recently arrived in Finland.
10207793,tt0070742,"The Stranger TV series pilot (series never launched). After a freak mishap, an astronaut finds himself on an almost precise copy of Earth (right down to the Plymouth cars). However, this planet has three moons, and is run by an Orwellian government called The Perfect Order, who seek out and crush all dissidents either by outright assassination or by having them treated at ""Ward E."" Hunted and alone, the story traces the astronaut's efforts to evade capture and return home."
10209536,tt5614612,"Black Snow Accused of killing his brother during adolescence, Salvador lives alone in the middle of Patagonia. Several decades later, his brother Marcos and his sister-in-law Laura, come to convince him to sell the lands they share by inheritance."
10210868,tt1641397,"Postcard Toward the end of World War II, middle-aged soldier Keita is entrusted with a postcard from a comrade who is sure he will die in battle. After the war ends, Keita visits his comrade's wife Yuko and bears witness to the tragic life she has led. This year's Oscar entry from Japan finds SHINDO in top form and his 49th and reportedly last film as fresh and poignant as ever. (from imdb)"
10213289,tt3788392,"The Swimmers After falling pregnant to Perth, her boyfriend's best friend, Ice commits suicide. She returns to haunt Perth while Tan seeks out the person who made her kill herself for his own revenge."
10219358,tt4411618,"In Dubious Battle In the California apple country, nine hundred migratory workers rise up ""in dubious battle"" against the landowners. The group takes on a life of its own-stronger than its individual members and more frightening. Led by the doomed Jim Nolan, the strike is founded on his tragic idealism-on the ""courage never to submit or yield."""
10224317,tt6078822,"The Escape After the controversial disappearance of their Chief Medical Officer, a shadowy bio genetics company is under siege by the FBI for secretly cloning humans. Amidst the chaos, Molgen’s head mercenary Holt (Jon Bernthal) is sneaking out the last living clone, a young woman named Lily (Dakota Fanning) to a mysterious buyer. Holt has hired The Driver (Clive Owen), accompanied by a heavily armed squadron of fellow Molgen mercenaries, to evade the authorities and deliver Lily and himself to the buyer. The journey takes an unexpected turn and Holt is forced to take matters into his own hands, as the driver once again demonstrates his mettle and extraordinary driving skills."
10227098,tt3456414,"Préjudice A challenging psychological drama where the carefully nurtured harmony of a family is shattered one lovely summer evening. Cédric, who is generally shut away in a world of his own, doesn't react very well to the happy news of his sister’s pregnancy."
10230818,tt0082356,"The Falcon Banovic Strahinja takes place during the middle ages in Serbia. While estate owner Strahinja is hunting, a Turkish bandit, Alija, attacks his castle. The Turks kill his servants and kidnap his beloved Andja. When he discovers what has happened, Strahinja gathers a together a group of scoundrels and chases the bandits."
10232678,tt3181898,"Edgar Allan Poe's Lighthouse Keeper Marooned on a remote peninsula and haunted by frightening specters, a young man must confront the grotesque denizens of the night, or heed the Lighthouse Keeper's cryptic warning to, 'Always keep a light burning!'"
10233950,tt3687316,"Youth in Oregon A man is tasked with driving his embittered 80-year-old father-in-law cross country to be legally euthanized in Oregon, while along the way helping him rediscover a reason for living."
10238345,tt1454612,"Be Sure to Share Shiro’s struggle with his father’s cancer and impending death leads to a realization that he must communicate his love and admiration for him before it’s too late. A series of flashbacks reveals their relationship over time, and the trouble Shiro faced connecting to his strict father who was also his teacher and soccer coach. With a consuming secret of his own, Shiro, now in his late twenties and about to get engaged, must eventually learn how to share the pain of it with his loved ones."
10241900,tt2062700,"Song to Song In this modern love story set against the Austin, Texas music scene, two entangled couples — struggling songwriters Faye and BV, and music mogul Cook and the waitress whom he ensnares — chase success through a rock ‘n’ roll landscape of seduction and betrayal."
10245626,tt5541240,To the Bone A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.
10249550,tt3089922,"Image Eva Hendrickx is an ambitious young journalist working on the team of television legend Herman Verbeeck. She's determined to bring a story about the riots in the suburbs of Brussels. While the city spins further away in a spiral of violence, Eva meets Lahbib, a Moroccan with a heavy past. He escorts her into his complex and hard world. Meanwhile, Herman Verbeeck sees a way to exploit Eva's story in the ever-competitive mediagame..."
10252445,tt4655630,Drifter A pair of outlaw brothers seek temporary refuge in a desolate town inhabited by a small family of psychotic cannibalistic lunatics
10253762,tt0038990,"The Strange Woman Alluring Hedy Lamarr plays Jenny, a lusty, sociopathic lass in the wilds of 18th Century Bangor, Maine, who uses her beauty to snare a local, rich, middle-aged businessman (Gene Lockhart). She then seduces his weak-willed son (Louis Hayward) and later goes after John (George Sanders)-- a tall, dark, handsome woodsman engaged to her friend."
10258190,tt1485050,Paris by Night of the Living Dead Deux jeunes mariés vont devoir survivre dans un Paris post-apocalyptique infesté de zombies. L'amour triomphera t-il de la mort ?
10258265,tt0963915,Dynamite Warrior The story is set in 1890s Siam. Siang is a young Muay Thai warrior and rocketry expert who steals back water buffalo taken from poor Isan farmers by unscrupulous cattle raiders. He is searching for a man with a tattoo who killed his parents.
10260233,tt0064490,"Invasion A volunteer troop of middle-aged men gather to defend their country from dark shrouded foreign invaders. Hearing the summons from an elderly man, the group quickly mobilizes as they change into their light-colored costumes. Political upheaval and gangland warfare threaten the last remnants of a civilized society out of touch with the rest of the world. A poet, a modern Don Juan and a man who loves violence are just some of the victims brought down by the enemy. A femme fatale captures the Don Juan, and the violent man is shot while watching a television western. This marks the directorial debut of Hugo Santiago."
10263093,tt4571288,"Sing Quiet 10-year-old Zsofi has just changed schools. Feeling out of place at first, she is quickly admitted to the school’s famous choir and befriends her popular classmate Liza. Soon, they have to stand up united against their choir master, who isn’t quite the friendly and inspirational teacher they first thought she was."
10266197,tt3610746,Don't Hang Up An evening of drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them.
10267671,tt5160928,"Mean Dreams When two youngsters meet and fall for each other, they must go on the run from the girl's corrupt father, who is also the sheriff of the town."
10269379,tt0068321,"The Birch Wood Takes place in a prewar Poland. A tubercular young man comes to stay with his brother on a farm. He is in love with life and constantly plays 1930's music on a piano. He gets involved with his brother's problems and also becomes the lover of a simpleminded farm girl. The brother's dead wife may have had an affair with the hired man who is to marry the farm girl. His daughter will not confirm his suspicions. But the brother's death leads to his acceptance of the past, forgiving his wife's memory and making up with his little daughter."
10270513,tt4258440,"River John River, a brilliant police officer whose genius and fault-line is the fragility of his mind - a man haunted by the murder victims whose cases he must lay to rest"
10272213,tt5788136,"The Institute In 19th century Baltimore, Isabel Porter, a girl stricken with grief from her parents' untimely death, voluntarily checks herself into the Rosewood Institute. Subjected to bizarre and increasingly violent pseudo-scientific experiments in personality modification, brainwashing and mind control, she must escape the clutches of the Rosewood and exact her revenge, or else be forever lost."
10274503,tt5442430,"Life The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected."
10276739,tt1234559,Chico Xavier A biography of spiritual medium and author Francisco Candido Xavier.
10279999,tt2179936,"School Dance High schooler Jason has found his dream girl—the gorgeous Anastacia. There’s just one problem: she doesn’t know he exists. If he can win a spot on the school’s hottest dance crew, Jason might have a shot. But before he does, he’ll have to overcome his battle-ax of a mother, survive Anastacia’s gangsta brother, and pass the crew’s initiation—in this fresh, sexy, and outrageously funny comedy."
10283163,tt4705740,"Ghosts of Darkness Two paranormal investigators are unexpectedly thrown together in the hope of solving a 100 year mystery. Locked for three nights in a house with a dark and unsettling past, the two investigators must put their differences to one side and work together. They soon discover the myths and stories are nothing compared to what actually resides within the eerie walls of Richwood Manor. Scepticism and showmanship are soon put to one side when the two investigators realise there is more at stake than just their professional reputation. For once they have stumbled onto the real thing, but this time it's their own lives at stake."
10284973,tt0055740,"Almost Angels Supported avidly by his mother and more reluctantly at first by his father, a working-class Austrian boy joins the Vienna Choirboys, where he proves to be unusually talented. The standard initiation ordeals which new boys must endure at the hands of their seniors are intensified in his case because he has aroused the jealousy of Peter, the head chorister, by singing a solo which Peter had long sung himself. The fact is that Peter's voice is breaking, and with a broken voice often comes a broken heart. But, encouraged by the director and all the boys, Peter begins to develop in a new role as composer and conductor."
10286665,tt5822160,"Unexpected Journey Lasse is an old racist who has lives in an apartment block filled with a selection of refugees and immigrants. Kamal is a 16-year old boy who's fed up in his life in Finland, and dreams of moving to Nairobi to live with his father. Only problem is that he doesn't have the money to buy the ticket."
10288931,tt5133392,"Zoology Natasha is a lonely, middle-aged admin employee at the zoo who still lives at home with her mother. One day her life is turned upside down when she discovers she has grown a tail…"
10290337,tt0108169,Snapdragon An erotic amnesiac lures a police psychologist into a world of lust and danger.
10291769,tt0083096,"Smash Palace Al Shaw's life revolves around motor racing and his back country junkyard, the ""Smash Palace"". His French wife, Jacqui, doesn't appreciate the lack of attention due to Al's obsession with cars. When Al finds her in the arms of another man, he takes his daughter, Georgie and heads for the bush, desperately hoping to hold on to the only family he has left. Written by Evan Yates"
10293143,tt0217579,"Jason and the Argonauts One of the most legendary adventures in all mythology is brought to life in Jason and the Argonauts, an epic saga of good and evil. As a mere boy Jason, the heir to the kingdom of Ancient Greece, witnesses the murder of his father at the hands of his ruthless uncle, Pelias. After narrowly escaping death, Jason flees his home and returns twenty years later to reclaim the throne. Upon learning of his return, Pelias sentences him to death. To save his life, Jason promises to deliver the most converted gift of the gods to his uncle - the Golden Fleece. Joined by the Argonauts, a stout-hearted crew of sailors, he embarks on a perilous voyage to capture the Fleece and fulfill his destiny."
10294103,tt0089470,"The Legend of Billie Jean Average Texas teen, Billie Jean Davy, is caught up in an odd fight for justice. She is usually followed and harrased around by local boys, who, one day, decide to trash her brother's scooter for fun. The boys' father refuses to pay them back the price of the scooter. The fight for ""fair is fair"" takes the teens around the state and produces an unlikely hero."
10295583,tt0418131,"The Sandlot 2 A decade has passed in the small town where the original Sandlot gang banded together during the summer of ’62 to play baseball and battle the Beast. Now comes the sequel, a campy romp back to the dugout where nine new kids descend on the diamond only to discover that a descendant of the Beast lives in Mr. Mertle’s backyard--a monster of mythical proportions known as ""The Great Fear."""
10297839,tt4072326,Ali and Nino Muslim prince Ali and Georgian aristocrat Nino have grown up in the Russian province of Azerbaijan. Their tragic love story sees the outbreak of the First World War and the world’s struggle for Baku’s oil. Ultimately they must choose to fight for their country’s independence or for each other.
10299175,tt3955808,"Thirst A group of wayward teens at a wilderness boot camp must fight for their lives against the attacks of a ruthless blood-sucking alien. The attacks begin after they discover a strange ""orb"" in the middle of the desert. With no communication, and nowhere to hide, they realize their only chance for survival is to fight."
10300921,tt1687889,"Madison County A group of college kids travel to a small, mountain town called Madison County to interview the author of a tell-all book on the accounts of several grisly murders that happened there. But when the kids get to Madison County, the author is no where to be found and the towns people act like they haven't seen him in years. They also say that the killer never existed and the murders never happened. However, when the kids start digging around to get their own answers, they find out that the stories maybe more real than the townspeople are letting on!"
10302529,tt1412528,"Table 19 Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19."
10305469,tt1472059,"Eating Out: All You Can Eat Tiffani and her friend Casey try to lure the gorgeous Zack with a phony online profile using the image of Tiffani's buff ex, Ryan... which works fine until the real Ryan shows up. Only through some fancy footwork, advice from his Aunt Helen and mentor Harry, and a daring sexual escapade can Casey figure out how to set things right and perhaps even find the love he's been seeking."
10309905,tt2379082,"Monster Pies Mike has felt alienated and alone for as long as he can remember, until a new boy arrives at his school - awakening feelings and a world of possibilities he'd never before dared to dream of."
10311331,tt0080743,"The Flag of Iron A tale of deadly deception and betrayal unfolds when the leader of the respectable Iron Flag clan is assassinated by The Spearman while the clan fights the villainous Eagle clan. Iron Flag's eldest brother, Lo, the second brother accepts the responsibility for the deaths of the Eagle clan and goes into hiding from the authorities. Meanwhile, Chow Feng takes charge, using his position for disreputable purposes. Seeing Lo, as a potential threat, Feng sends the ""nefarious"" Ten Killers of the Underworld to finish him. But Lo defeats them and confronts Feng with the aid of The Spearman who hopes to atone for having unwittingly killed a righteous man, Iron Flag's former leader."
10314087,tt0266437,"Demobbed The student, Rifle, has managed to seduce his professor's wife, Bomber, an average working guy, has bought a factory and Bullet, the casino lover, is hiding from creditors. They all share a common path and conscription. In the army they teach you that everything must be smart and in order - cockades, straps and all, otherwise you're not fit to call yourself a person, you're a maggot. For a real man, there's no better place than the army."
10315871,tt1896788,"My Little Princess Young Violetta and her mother Hannah are a peculiar couple. Ten-year-old Violetta lives a quiet life with her grandmother, while her mother Hannah is an unpredictable photographer who lives off of the generosity of others. When Hannah forces her daughter to pose as a model, Violetta finds her life with her loving grandmother turned upside down.The resulting pictures quickly become a sensation for the trendy 70's Paris art scene, and Violetta finds herself caught in between her new stature as an art muse and her dull childhood."
10318083,tt0415678,"Shadowboxing Артем Колчин был одним из многих, но он хотел славы. И он выбрал свой путь: он стал боксером. Теперь Артем претендент на чемпионский титул, боец, известный по всему миру, Большая Белая Надежда. Но главный бой в его жизни пошел не так, как он ожидал. Теперь ему предстоит решать свои проблемы вне ринга. У него всего три дня, чтобы расквитаться с теми, кто его предал, защитить любимую женщину от наемных убийц и собрать огромную сумму денег. В реальном мире бьют без перчаток и без правил. Вместо ринга — злые улицы большого города. И нет рефери, который может остановить бой. Но боец остается бойцом. Он знает, что такое страх, но способен не бояться. Он продолжает биться, даже когда надежда умерла. Счет идет на часы. И Артем начинает бой. За любовь. За друзей. За собственную жизнь."
10320277,tt5155780,"The Discovery In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments."
10322535,tt6210808,I still hide to smoke Α tragi-comedy about 9 women of different ages and various backgrounds that gather in an Algerian hammam to talk about their lives.
10325011,tt1545985,"The Coming Days Welcome to 2020: The European Union has collapsed following the fourth Gulf War and massive barricades keep illegal immigrants out of cities that are barely functioning. In the middle of this highly volatile environment is the family of Walter Kuper, an energy conglomerate executive. Walter’s daughter, Cecilia, has joined the Black Storm terrorist group. Her sister Laura must choose between motherhood and the man she loves; their brother Philip has been called into fight for Germany in a hopeless war to secure the last remaining oil fields. Starring leading actors Daniel Brühl, Johanna Wokalek and Jürgen Vogel, ""The Days to Come"" asks provocative questions about the current state of things as it depicts personal and political realities in a scarily believable near–future."
10326881,tt0327890,Hornblower: Loyalty Hornblower is given a dangerous mission to deliver an emigre French nobleman to a secret rendezvous near Brest while coping with enemy agents in his own ranks.
10330373,tt6003368,Diary of a Wimpy Kid: The Long Haul A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.
10332913,tt1469304,"Baywatch Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay."
10337285,tt2334871,"Snatched When her boyfriend dumps Emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to Ecuador. When these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape."
10341465,tt4961380,"From a House on Willow Street After a young woman is kidnapped, her captors soon come to realize that in fact they may be the ones in danger and this young woman has a dark secret inside her."
10342753,tt2957760,Extortion A doctor desperately tries to save his wife and their 5 year old son after their vacation in the Bahamas takes an unexpected turn.
10344519,tt1984279,"The Swan Princess Christmas Princess Odette, Prince Derek and their trusted woodland friends reunite in this all-new adventure for their first Christmas celebration together! As the kingdom prepares for a festive holiday, the villainous Rothbart plots to destroy Christmas. Will the castle friends be able to stop Rothbart and save the day?  Told in beautiful CG animation for the very first time and featuring music by Anna Graceman from TV’s America’s Got Talent, The Swan Princess Christmas is an enchanting musical holiday treat the whole family will enjoy!"
10346591,tt4814760,"Here Alone After a terrible virus ravages human civilization, Ann finds herself living alone in a forest, foraging for supplies, and accompanied only by a radio that broadcasts a single transmission in French. Few animals even remain; the only survivors seem to be the roving hordes of infected creatures with a taste for human flesh. One fateful day, Ann crosses paths with two more survivors, Chris and Olivia. But after surviving on her own for so long, she struggles to relate to them and and their desire to settle down and start a new community."
10347789,tt5207320,"Sweet, Sweet Lonely Girl Soon after moving in with her aging aunt Dora, Adele meets Beth, seductive and mysterious, who tests the limits of Adele's moral ground and sends her spiraling down a psychologically unstable and phantasmagoric path."
10348469,tt0027914,Love on the Run A runaway bride and an undercover reporter get caught up in political intrigue as they lead a merry chase across Europe and uncover a spy plot.
10351057,tt5491994,Planet Earth II David Attenborough presents a documentary series exploring how animals meet the challenges of surviving in the most iconic habitats on earth.
10352153,tt0117296,Perfect Love A teenage girl helps investigators reconstruct her mother's (Isabelle Renauld) murder.
10354551,tt5655222,"The Hero Lee, a former Western film icon, is living a comfortable existence lending his golden voice to advertisements and smoking weed. After receiving a lifetime achievement award and unexpected news, Lee reexamines his past, while a chance meeting with a sardonic comic has him looking to the future."
10356481,tt0972374,"Flatland: The Film Flatland is a two-dimensional universe occupied by living geometric figures - squares, triangles, circles, etc. A Square, Attorney At Law, finds himself in the middle of two upheavals: the rise of martial law by the circular leadership of Flatland, and the arrival of A Sphere, CEO Of Messiah, Incorporated, a creature from a hitherto-unknown third dimensional world."
10359015,tt0249854,"George Carlin - On Location at USC George Carlin's first ever comedy special, filmed live at the University of Southern California. Here, he talks about monopoly, flying on planes, random thoughts, walking, and other things."
10362045,tt0248828,"Carlin on Campus George Carlin hits the boards with the former Hippie-Dippie Weatherman's take on Brooklynese pronunciations of the names of sexually transmitted disease (""hoipes""), plus a prayer for the separation of church and state, feuds between breakfast foods, and the absurdity of wearing jungle camouflage in a desert."
10364135,tt6739646,"I Am Heath Ledger The life and career of an actor, artist, and icon. His own journey through his own camera."
10367507,tt3974320,"Origin Three students at a Swedish university make a discovery that will change their lives forever. A story about love, ambition and finding yourself."
10369535,tt1526284,Ay Lav Yu nan
10372283,tt1260932,"252: Signal of Life Aka: 252: Signal of Life
 At some point in the distant future, a massive, catastrophic earthquake strikes Tokyo, causing the temperature of the Pacific Ocean to rise meteorically and the largest typhoon in recorded Japanese history to sweep toward the city and inundate it with water. The Tokyo Fire Department and its team of crack rescuers swing into action, and shortly after they do, a distress call arises from an underground subway station - with repeated indications of the rescue code, 252 252, and the exclamation ""We Have Survivors."" It soon becomes apparent that the local rescue squad must attempt to save the survivors, doing so at the expense of their own lives and safety. Written by Nathan Southern"
10372849,tt2800340,"On the Milky Road A man, shaken by fate after his wife's death, chooses to be a monk."
10374439,tt0288624,A Place in the World The film describes the life of homeless people who form a community in the center of modern-day Moscow. It relates the story of six couples who love each other and try to remain together despite the poverty and despair of their existence.
10376385,tt5770620,The Lovers The separation of a long married couple goes awry when they fall for each other again.
10378469,tt0069090,"Pink Floyd: Live at Pompeii Stylish film of the British progressive rock band Pink Floyd in 1971 performing a concert with no audience, in the ancient Roman Amphitheatre in the ruins of Pompeii, Italy. Songs are interspersed with interviews, and footage of Pink Floyd in the studio working on their next album, the legendary Dark Side of the Moon."
10379105,tt0805604,"Sacco and Vanzetti SACCO AND VANZETTI is an 80-minute-long documentary that tells the story of Nicola Sacco and Bartolomeo Vanzetti, two Italian immigrant anarchists who were accused of a murder in 1920, and executed in Boston in 1927 after a notoriously prejudiced trial. It is the first major documentary film about this landmark story."
10382241,tt5592248,"The Beguiled During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events."
10384881,tt0416979,"My Uncle Killed a Guy Eder (Lázaro Ramos) is arrested after confessing the murder of a man. Duca (Darlan Cunha), a 15 years old boy who is Eder's nephew, wants to prove the innocence of his uncle, he's sure that his uncle confessed the crime to protect his girlfriend, Soraya (Deborah Secco), ex-wife of the deceased. Duca also wants to win the heart of Isa (Sophia Reis), a classmate who seems more interested in his best friend, Kid (Renan Gioelli). To be able to prove his theory, Duca gets help from Isa and Kid."
10387015,tt1839426,Buck Wild A hunting vacation goes horribly awry for 4 friends after they accidentally shoot the lease's land owner.
10389913,tt1623753,"Kołysanka Lullaby is a menacing story full of humor and suspense from the master of the genre, Juliusz Machulski. Two policemen investigate mysterious disappearances in a small scenic town. People keep disappearing, but the investigation brings no results. The tension grows and step by step a dark mystery unravels."
10393623,tt3084568,Breakfast on the Grass A funny musical comedy about an adventures of children and adults in a summer camp.
10395555,tt0066739,"A Bee in the Rain This Portuguese drama examines the daily life minutiae and intrigues of two scions of society in the rural village where they live. One is a wealthy landowner, the other a widowed aristocrat who lives in a world of her own."
10395947,tt2101507,"The Patrol Afghanistan, 2006, Helmand Province becomes one of the most dangerous places on Earth as the British Army is deployed into the Taliban heartland. The Operation, Herrick, became synonymous with the struggle as British troops fought a losing battle against this unseen enemy."
10396657,tt4799050,"Rough Night Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most."
10398868,tt3896738,Hounds of Love Vicki Maloney is randomly abducted from a suburban street by a disturbed couple. As she observes the dynamic between her captors she quickly realises she must drive a wedge between them if she is to survive.
10399718,tt0105791,"Wax, or the Discovery of Television Among the Bees Computer programmer/beekeeper Jacob gets a ""television"" implanted in his brain by a race of telekinetic bees, which causes him to experience severe hallucinations. (Includes: Mesopotamian bees, souls living inside weapons, the land of the dead in the Moon, Cain, the Trinity site, the tower of Babel, and a planet TV transmitting the dead of the future inside the Garden of Eden Cave which are giant bees, a Supranormal Film Society trying to capture the dead on film in the 1920's, the letter X, missiles turning into flying saucers, a beekeeper who is murdered by his own bees, and the cities of the dead)"
10400524,tt0028158,Ramona Half-Indian girl brought up in a wealthy household is loved by the son of the house against his family's wishes and loves another Indian employed by the household.
10401884,tt0489682,"Conversations with God ""Conversations with God"" is the true story of Neale Donald Walsch that inspired and changed the lives of millions. The journey begins after he unexpectedly breaks his neck in a car accident and loses his job."
10403093,tt0090077,"Stingray A district attorney is kidnapped by a criminal who then has a deranged doctor do something to him that leaves him with the mind of a child. His assistant seeks out a man who is only known by the car he drives, a Stingray. He helps people who have problems and in return, they owe him a favor that he will collect later."
10404146,tt0804551,"Walking Tall: Lone Justice In Dallas, witnesses against a drug-lord are murdered in a safe-house.The testimony of FBI agents becomes the only chance to keep him in prison. They are lodged in another safe-house, but the place is invaded and the agents are executed. However, Kate is only wounded, and her boyfriend Nick believes there is a traitor in the agency and takes her to his ranch to protect her life."
10405056,tt1967614,The Comedian A look at the life of an aging insult comic.
10407015,tt3320500,"The Axe Murders of Villisca Three ghost-hunting high-schoolers visit the Moore House in Villisca, Iowa—the site of one of America’s most grisly unsolved mass murders. After their private tour is interrupted, the group sneaks back in at night, unaware of the otherworldly terror that awaits them."
10407816,tt0496373,"Pretty Cool Too After graduating from high school, lovable geek Walter (Eric Fagundes) receives a cell phone as a gift which could solve all of his problems. It comes with a personal genie that could control anyone, including Walter's overprotective parents, his pesky brother, and sexy neighbors. With such incredible powers at his disposal, Walter sets out to make his wildest dreams come true."
10408785,tt0095730,"The Night Before The Night Before is a 1988 film starring Keanu Reeves and Lori Loughlin. Reeves plays Winston Connelly, the so-called high school nerd and vice president of the Astronomy club. Loughlin plays Tara Mitchell, the pretty and popular head cheerleader who also happens to be the local police chief's daughter. The Tagline was: ""You lost your father's car. Sold your prom date. And a guy named 'Tito' wants you dead."" It was filmed and set entirely in Los Angeles, California."
10410987,tt1307065,"Love at First Hiccup A high school romantic comedy about freshman Victor who has contracted a case of Anya-itis, (acute and incurable love passion for high school senior Anja.) And why shouldn't he?"
10412057,tt1213825,"Love Hurts After his wife leaves him, middle-aged Ben Bingham slips into a funk and refuses to change out of his pajamas. Justin, Ben's 17-year-old son, has the cure for what ails his depressed dad: he gives Ben a makeover and pushes him out into the singles scene. Soon Ben is the most popular guy in town, but when Justin falls in love for the first time, Ben must refocus his priorities and set about trying to win back his wife."
10412889,tt0259567,"Perfect Opposites The story of two college graduates from the Midwest who move to Los Angeles, where their love is tested for the first time."
10413924,tt0307156,"Michel Vaillant Michel Vaillant is # 1 of pilots, undisputed champion in rallying in all circuits in the world. His success arouses admiration and envy. Ruth Wong, director of Team Leader, is determined to break his streak and avenge the memory of his father, founder of Leader. She is capable of anything to achieve her goal."
10414856,tt0361805,"Knots A male-centric take on contemporary relationships, where three guy friends look for love and commitment."
10416395,tt3520698,Drumline: A New Beat A girl from New York attends a college in Atlanta to join their once-famous marching band.
10417856,tt2069708,"Abel's Field Seth McArdle (Samuel Davis) is a high school senior with an especially full plate. Not only must he navigate the usual social and academic pitfalls of high school, but he has to contend with his young twin sisters, serving as de facto parent in the absence of his deceased mother and deadbeat father. The pressure mounts when the bank calls with a foreclosure warning, and Seth's frustrations spill over into various altercations with the school football team.  An exasperated coach exiles Seth to work after school with Abel the eccentric groundskeeper (Kevin Sorbo). Their relationship starts off cold and rocky, but as the two spend more time together, they realize they have more in common than either thought. The downside: it's pretty much pain and sadness that they share. The upside: God loves them."
10418965,tt1828232,"Life Cycles Life Cycles tells a spectacular story of the bike, from its creation to its eventual demise. A visually stunning journey, with thought provoking narration, Life Cycles uses Ultra HD to document the many stories surrounding the mountain bike and its culture. Ride along into breath taking natural settings, as we battle the elements, showcase the progression of riding, take a road trip, fix the bike, and show the destruction and eventual creation of trails. Semenuk, Hopkins, Schwartz, McIntosh, McCaul Agassiz, Hunter and Vanderham guide you through this wonderful story. Life Cycles is a celebration of the bicycle, and is sure to entertain anyone who has ever ridden one."
10419070,tt0118824,"Casper: A Spirited Beginning A prequel to the first animated/live-action Casper feature, Casper: A Spirited Beginning introduces the friendliest ghost you'll ever know and explains how Casper met and befriended the other ghouls at Applegate Manor. After being stranded, Casper meets young Chris Carson, a lonely kid who decides to teach Casper how to be a proper ghost"
10420111,tt1429429,"Paris Express From multicultural Paris to designer Paris, Montmartre to the Champs-Elysées, sleazy sidewalks to high-end galleries... Watch out! Sam the courier is a man on a mission! On his scooter, Sam breaks every rule of the road to make good on the ""express delivery"" promise of the courier service he works for. But however hard he tries, Sam never gets a bonus from his boss, never beats his slicker colleagues and never gets past his Dad, a cop who books him every time. All Sam has up is Nadia, and she will turn on him if he doesn't show up for her sister's wedding. Trouble is, Sam has one more delivery to make and his day has just gone from bad to worse..."
10421632,tt6212346,Pitbull Tough Women Two new female police officers struggle to survive a force filled with corrupt superiors and the brutal world of the criminal mafia.
10423147,tt0307937,"Oh, Bomb! During the mayoral election, two ex-prisoners decide to replace the lucky pen of an annoying candidate with a mini-bomb"
10423990,tt0067701,"The Salamander Two men, arty though somewhat staid, are drawn to the spirited and quixotic Rosemonde...."
10425365,tt1372747,"Юленька A university professor, who wants to slow down a little, moves with his wife and daughter, from the big city to a small town and starts a new job as a teacher in a girls' gymnasium. Something weird is happening with the class, they seem to hide a secret. As it turns out, these girls don't play with dolls..."
10426155,tt0290296,"Space Station 3D Some 220 miles above Earth lies the International Space Station, a one-of-a-kind outer space laboratory that 16 nations came together to build. Get a behind-the-scenes look at the making of this extraordinary structure in this spectacular IMAX film. Viewers will blast off from Florida's Kennedy Space Center and the Baikonur Cosmodrome in Russia for this incredible journey -- IMAX's first-ever space film. Tom Cruise narrates."
